-0.095198 -0.485402 -0.428811
-0.050551 -0.483441 -0.452009
-0.038133 -0.485759 -0.397664

-0.081561 -0.455827 0.054558
-0.087132 -0.484926 0.040531
-0.120706 -0.484514 0.118766

0.045789 0.45703 0.288218
0.057833 0.463901 0.244221
0.064843 0.465297 0.265941

0.057833 0.463901 0.244221
0.069095 0.481885 0.236607
0.064843 0.465297 0.265941

0.03764 0.47396 0.278951
0.045789 0.45703 0.288218
0.064843 0.465297 0.265941

0.03764 0.47396 0.278951
0.064843 0.465297 0.265941
0.069095 0.481885 0.236607

-0.010118 -0.220891 0.000805
-0.067602 -0.096103 0.010505
-0.035992 -0.094607 0.01423

-0.0503 -0.362614 0.040378
-0.021213 -0.360045 0.037513
-0.018269 -0.282379 0.033609

-0.087132 -0.484926 0.040531
-0.041246 -0.483441 0.013504
-0.027045 -0.485675 0.067319

-0.096167 -0.484675 0.123976
-0.120706 -0.484514 0.118766
-0.087132 -0.484926 0.040531

-0.037385 -0.451626 0.057397
-0.027045 -0.485675 0.067319
-0.041246 -0.483441 0.013504

-0.081561 -0.455827 0.054558
-0.085545 -0.428248 0.04143
-0.069423 -0.436591 0.024664

-0.069423 -0.436591 0.024664
-0.085545 -0.428248 0.04143
-0.0503 -0.362614 0.040378

-0.039637 -0.24961 -0.006069
-0.040375 -0.282043 0.021675
-0.04791 -0.251371 0.031958

-0.018269 -0.282379 0.033609
-0.04791 -0.251371 0.031958
-0.040375 -0.282043 0.021675

-0.069423 -0.436591 0.024664
-0.0503 -0.362614 0.040378
-0.040375 -0.282043 0.021675

-0.040375 -0.282043 0.021675
-0.0503 -0.362614 0.040378
-0.018269 -0.282379 0.033609

-0.012566 -0.251524 0.047011
-0.04791 -0.251371 0.031958
-0.018269 -0.282379 0.033609

-0.04791 -0.251371 0.031958
-0.012566 -0.251524 0.047011
-0.038744 -0.211189 0.034607

-0.015512 0.46324 0.394209
-0.047362 0.460493 0.372859
-0.036646 0.443553 0.387058

-0.036646 0.443553 0.387058
-0.057412 0.427561 0.366195
-0.03465 0.410129 0.391178

0.041821 0.220277 0.225575
0.010546 0.270252 0.266424
0.044996 0.254102 0.292615

0.023251 -0.20965 0.001265
0.000159 -0.233223 0.014742
0.027464 -0.122409 0.027106

0.027464 -0.122409 0.027106
0.034064 -0.02445 0.083893
0.030961 -0.020511 0.044641

0.066509 0.001602 0.024502
0.048776 -0.010289 0.024473
0.05403 0.007272 -0.008967

0.066509 0.001602 0.024502
0.068354 -0.087271 0.010441
0.048776 -0.010289 0.024473

0.048776 -0.010289 0.024473
0.068354 -0.087271 0.010441
0.023251 -0.20965 0.001265

0.027464 -0.122409 0.027106
0.048776 -0.010289 0.024473
0.023251 -0.20965 0.001265

0.027464 -0.122409 0.027106
0.030961 -0.020511 0.044641
0.048776 -0.010289 0.024473

0.095768 0.027464 0.040858
0.068354 -0.087271 0.010441
0.066509 0.001602 0.024502

0.125089 0.060156 0.054079
0.134013 0.111832 0.050446
0.127524 0.092778 0.086519

0.127524 0.092778 0.086519
0.103224 0.031413 0.071081
0.125089 0.060156 0.054079

0.095768 0.027464 0.040858
0.125089 0.060156 0.054079
0.103224 0.031413 0.071081

0.113798 0.167946 0.02407
0.134013 0.111832 0.050446
0.116265 0.084854 0.013994

0.116265 0.084854 0.013994
0.134013 0.111832 0.050446
0.125089 0.060156 0.054079

0.116265 0.084854 0.013994
0.125089 0.060156 0.054079
0.092677 0.04371 0.015605

0.092677 0.04371 0.015605
0.125089 0.060156 0.054079
0.095768 0.027464 0.040858

0.066509 0.001602 0.024502
0.092677 0.04371 0.015605
0.095768 0.027464 0.040858

0.066509 0.001602 0.024502
0.05403 0.007272 -0.008967
0.092677 0.04371 0.015605

-0.081906 0.0258 0.10693
-0.103484 0.02989 0.070478
-0.075389 -0.028116 0.098497

-0.029496 -0.021127 0.047229
-0.035992 -0.094607 0.01423
-0.045003 -0.009022 0.026575

-0.032938 -0.033542 0.083143
-0.035992 -0.094607 0.01423
-0.029496 -0.021127 0.047229

0.003472 0.017185 0.000714
0.011884 0.003602 0.054641
-0.012686 0.002701 0.054488

-0.012686 0.002701 0.054488
0.011884 0.003602 0.054641
0.00205 0.004683 0.10893

0.003472 0.017185 0.000714
0.05403 0.007272 -0.008967
0.011884 0.003602 0.054641

0.05403 0.007272 -0.008967
0.048776 -0.010289 0.024473
0.011884 0.003602 0.054641

0.030961 -0.020511 0.044641
0.011884 0.003602 0.054641
0.048776 -0.010289 0.024473

0.034064 -0.02445 0.083893
0.011884 0.003602 0.054641
0.030961 -0.020511 0.044641

-0.012686 0.002701 0.054488
-0.029496 -0.021127 0.047229
-0.045003 -0.009022 0.026575

-0.029496 -0.021127 0.047229
-0.012686 0.002701 0.054488
-0.018225 0.006767 0.088766

-0.012686 0.002701 0.054488
0.00205 0.004683 0.10893
-0.018225 0.006767 0.088766

-0.075389 -0.028116 0.098497
-0.048547 0.018714 0.108351
-0.081906 0.0258 0.10693

-0.032938 -0.033542 0.083143
-0.018225 0.006767 0.088766
-0.048547 0.018714 0.108351

-0.029496 -0.021127 0.047229
-0.018225 0.006767 0.088766
-0.032938 -0.033542 0.083143

-0.075389 -0.028116 0.098497
-0.032938 -0.033542 0.083143
-0.048547 0.018714 0.108351

-0.03972 0.042223 0.141443
-0.021231 0.018625 0.134466
-0.024724 0.079316 0.185565

-0.03972 0.042223 0.141443
-0.048547 0.018714 0.108351
-0.021231 0.018625 0.134466

-0.03972 0.042223 0.141443
-0.081906 0.0258 0.10693
-0.048547 0.018714 0.108351

-0.021231 0.018625 0.134466
-0.048547 0.018714 0.108351
-0.018225 0.006767 0.088766

-0.018225 0.006767 0.088766
0.00205 0.004683 0.10893
-0.021231 0.018625 0.134466

-0.053357 0.118272 0.185082
-0.091654 0.091942 0.151661
-0.081906 0.0258 0.10693

-0.053357 0.118272 0.185082
-0.081906 0.0258 0.10693
-0.03972 0.042223 0.141443

-0.03972 0.042223 0.141443
-0.024724 0.079316 0.185565
-0.053357 0.118272 0.185082

0.13414 -0.488255 -0.351402
0.085755 -0.484957 -0.370052
0.095867 -0.485944 -0.428533

